Timestamp,Temperature (°C),Humidity (%),MQ2 (%),MQ5 (%),MQ135 (%)
4/21/2024 5:00,27.7,33.1,17.6,11.9,38
4/21/2024 6:00,26.6,68.3,41.6,58.6,0.3
4/21/2024 7:00,25.1,56.6,24.1,15.4,21.6
4/21/2024 8:00,30,68.2,28.4,27.4,55
4/21/2024 9:00,32.3,66.4,39.6,2.8,39.7
4/21/2024 10:00,26.1,56.6,33.5,5.9,26.1
4/21/2024 11:00,20.1,53.8,21,38.7,48.5
4/21/2024 12:00,32.1,38.8,10.1,39.2,19.7
4/21/2024 13:00,29.3,46.3,42.8,15.8,67.4
4/21/2024 14:00,33.3,50.2,45.1,54.7,52.6
4/21/2024 15:00,20.6,45.7,39.9,45.7,45.8
4/21/2024 16:00,22.5,31.2,16.2,34,26.6
4/21/2024 17:00,23.8,52.6,2,38.9,28.2
4/21/2024 18:00,30.2,38.6,19.4,3.3,60.8
4/21/2024 19:00,25.9,68.5,49.8,53.3,59.3
4/21/2024 20:00,23.6,40.6,45.6,49.9,4.9
4/21/2024 21:00,33.2,57.4,9.9,2.9,13.4
4/21/2024 22:00,26.2,50.3,47.3,48.8,69.4
4/21/2024 23:00,33,40.3,32.4,19.8,62.8
4/22/2024 0:00,32.8,35.3,45.9,0.9,11.4
4/22/2024 1:00,33.2,47.5,22.1,53.9,66.3
4/22/2024 2:00,25.2,36.7,11.2,31.2,10.2
4/22/2024 3:00,23.9,53,12.1,42.5,9.5
4/22/2024 4:00,28.3,34,37.5,54.4,65
4/22/2024 5:00,30.6,69,38.3,53.5,47.7
4/22/2024 6:00,33,48.5,13.5,49.1,17.6
4/22/2024 7:00,26.9,31.8,22.9,3.7,67.1
4/22/2024 8:00,28.6,45.1,2.7,36.5,7.6
4/22/2024 9:00,20,46.7,19,50.7,5.4
4/22/2024 10:00,28.3,31.2,4.8,39.9,2
4/22/2024 11:00,28.8,52.1,31.5,26.2,1.6
4/22/2024 12:00,29.4,46.9,47.4,24.5,60.6
4/22/2024 13:00,34.2,67.4,38.3,59.3,11.8
4/22/2024 14:00,21.5,31.9,6.3,42.7,68.2
4/22/2024 15:00,32.9,55.8,42.2,39.9,17.7
4/22/2024 16:00,32.7,46.1,43.4,8.9,17.1
4/22/2024 17:00,33.7,38.8,30.6,47.1,23.1
4/22/2024 18:00,31.5,37.1,22.1,56.7,0.8
4/22/2024 19:00,23.9,45.6,2.4,49.6,45
4/22/2024 20:00,24,68.2,17.9,14.7,16.4
4/22/2024 21:00,30,61,14.9,19.6,2.3
4/22/2024 22:00,26.6,50,18.9,53.1,33.3
4/22/2024 23:00,24.5,30.4,35.2,6.7,25.9
4/23/2024 0:00,32.1,67.6,8.3,54.1,15.4
4/23/2024 1:00,25.5,53.9,18.1,0.3,1.3
4/23/2024 2:00,29.9,59,8.6,10.9,36.8
4/23/2024 3:00,23.7,55.7,7.3,16,69.5
4/23/2024 4:00,33,30.7,12.7,20.1,4
4/23/2024 5:00,23.8,67.7,21.1,29,8.2
4/23/2024 6:00,29.3,44.6,0.5,25.2,1.5
4/23/2024 7:00,31.3,62.6,8.4,48.1,25
4/23/2024 8:00,29.8,60.1,25.4,27.2,36
4/23/2024 9:00,22.5,60.2,32.7,51,38.7
4/23/2024 10:00,20.3,66.2,10.8,54.2,55.9
4/23/2024 11:00,26.7,32.7,29.6,51.5,18.9
4/23/2024 12:00,20.6,43.2,30.6,45.6,28.9
4/23/2024 13:00,27.7,32.1,30.7,1.4,64.8
4/23/2024 14:00,27,41.4,13.6,48.8,4
4/23/2024 15:00,22.1,64.6,14.1,54.7,43
4/23/2024 16:00,32.8,62,4.5,10.5,59.9
4/23/2024 17:00,32.4,65.8,12.8,6.7,64
4/23/2024 18:00,27.1,64.4,27.1,9.6,0.2
4/23/2024 19:00,33.1,56.2,6,56.5,65.8
4/23/2024 20:00,30.4,45,38.6,13.3,60.5
4/23/2024 21:00,31.1,32.6,33.9,36.2,50.4
4/23/2024 22:00,21.2,35.3,5.1,45.3,8.2
4/23/2024 23:00,20.2,62.8,15.5,55.2,58.6
4/24/2024 0:00,31.6,69.2,34.9,6.9,63.2
4/24/2024 1:00,25.7,47.8,18.1,21.5,44.1
4/24/2024 2:00,20.7,35.5,24.2,33.8,39
4/24/2024 3:00,29.1,41.2,29.6,53.3,6.8
4/24/2024 4:00,32.4,61.4,16.1,32.7,15.1
4/24/2024 5:00,33.6,56.9,49.7,28.3,57.2
4/24/2024 6:00,33.5,32.8,8.6,36.1,23.9
4/24/2024 7:00,33.3,30.3,41.5,34.4,18.8
4/24/2024 8:00,34.6,36.1,17.5,37.8,60.8
4/24/2024 9:00,20.4,60.1,49.5,56.2,8.8
4/24/2024 10:00,30.2,49.4,22.4,56.8,29.9
4/24/2024 11:00,20.4,39.4,15.9,43.4,53.2
4/24/2024 12:00,21.3,43,33.3,5.8,6.1
4/24/2024 13:00,33.5,68,6.2,48.2,32.4
4/24/2024 14:00,34.1,31.4,26.8,41.1,63.5
4/24/2024 15:00,25.7,55.4,48.9,28.4,66.4
4/24/2024 16:00,20,57.3,43.4,39.4,16.3
4/24/2024 17:00,33.6,54.5,49.9,40.8,20
4/24/2024 18:00,23.5,43.2,45.1,27.7,2.5
4/24/2024 19:00,29.1,41.9,9.3,42.3,17.8
4/24/2024 20:00,27.6,69.1,33.7,35.6,68.3
4/24/2024 21:00,26.6,57.3,4,30.5,3.6
4/24/2024 22:00,20.8,69.1,11.1,57.8,11.1
4/24/2024 23:00,23.9,68.1,25.3,36.6,22.3
4/25/2024 0:00,30.4,55.5,20.6,55.5,36.9
4/25/2024 1:00,27,43,18.6,56.7,10.7
4/25/2024 2:00,25.6,49.5,1.6,14.3,25.9
4/25/2024 3:00,22.8,67.4,15.9,17.2,44
4/25/2024 4:00,25.9,68.9,8.6,29,6.1
4/25/2024 5:00,27.9,66.4,34.6,32.6,13.6
4/25/2024 6:00,31.2,44.9,16.5,5.8,51.4
4/25/2024 7:00,31.6,51.5,24.7,40.5,23.1
4/25/2024 8:00,26.3,41.8,9.1,33.3,47
4/25/2024 9:00,25.5,57.7,11.2,12.9,42.2
4/25/2024 10:00,23.2,40.4,35.4,14.8,30.4
4/25/2024 11:00,28.6,58.5,39.4,53.2,41.9
4/25/2024 12:00,26.5,32,42.7,1.6,40.3
4/25/2024 13:00,25.7,39.6,24.9,49.6,31.3
4/25/2024 14:00,28.4,69.2,38,40.2,34.2
4/25/2024 15:00,24.5,49,49.8,44,17.7
4/25/2024 16:00,34.4,48.9,28.1,39.3,5.2
4/25/2024 17:00,23.6,37.5,24.6,16.2,2.4
4/25/2024 18:00,32.3,60.3,31.4,50.9,13.6
4/25/2024 19:00,26.4,54.6,12.1,17.6,37.5
4/25/2024 20:00,34.9,35.5,0.6,26.7,28
4/25/2024 21:00,23.6,47.4,8.6,38.3,13.4
4/25/2024 22:00,22.4,61.8,31.4,4.4,18.5
4/25/2024 23:00,33.7,66.9,48.6,16,66.7
4/26/2024 0:00,27.3,69.2,43.5,10,45.6
4/26/2024 1:00,34.9,69.3,41.2,26.1,60.4
4/26/2024 2:00,25.9,54.8,26.7,32.1,60.3
4/26/2024 3:00,28.7,60.2,28.6,56,0.3
4/26/2024 4:00,21.9,32.7,8.8,11.6,68.4
4/26/2024 5:00,30.5,42.7,23.3,36.7,37.1
4/26/2024 6:00,24.5,58,43.9,41.7,2.7
4/26/2024 7:00,20.6,43.9,42.3,59.1,23.6
4/26/2024 8:00,20.9,35.7,30.6,26.4,49.2
4/26/2024 9:00,25.6,69.3,39,47,13.1
4/26/2024 10:00,31.1,69.7,26.5,1.1,62.8
4/26/2024 11:00,26.6,46.3,21.2,50.8,50.3
4/26/2024 12:00,31.7,54.8,5.1,56.1,6.5
4/26/2024 13:00,31.4,31.3,9.9,56,1.3
4/26/2024 14:00,21.9,50.1,39.1,0.7,65.5
4/26/2024 15:00,33.1,44.7,37,42,14.5
4/26/2024 16:00,33.5,61.8,2,1,62.7
4/26/2024 17:00,28.9,30.7,46.1,19.2,38.2
4/26/2024 18:00,32,54.2,24.9,2.6,69.4
4/26/2024 19:00,26.3,55.4,48.7,26.5,35
4/26/2024 20:00,29.4,40.7,33.6,34.4,17.1
4/26/2024 21:00,26.4,30.4,5.9,54.2,13.2
4/26/2024 22:00,28.8,41.8,40.4,48.3,44
4/26/2024 23:00,30.2,51.1,28.5,41.9,48.9
4/27/2024 0:00,22.9,54.7,22.7,45.5,45.8
4/27/2024 1:00,24.1,35.1,29.1,58.8,12.5
4/27/2024 2:00,26.8,42.8,13.9,57.2,18.8
4/27/2024 3:00,26,45.7,33.7,53.7,53.6
4/27/2024 4:00,34.7,39.8,3.5,5.5,16.7
4/27/2024 5:00,23.2,44.3,35,7.1,34.5
4/27/2024 6:00,27.1,32.5,11.2,56.7,64.5
4/27/2024 7:00,25.3,34.8,36.5,15,64.8
4/27/2024 8:00,31.2,57,40.6,31.7,22.5
4/27/2024 9:00,28.6,52,27.2,9.5,49.3
4/27/2024 10:00,30.7,56.7,8.8,7.2,36.5
4/27/2024 11:00,21,31.3,8.8,10,47.6
4/27/2024 12:00,21.6,66.5,49,55.5,15.2
4/27/2024 13:00,22.4,53.1,22,15.6,49.3
4/27/2024 14:00,21.3,34.1,3.8,9.4,47.1
4/27/2024 15:00,28.2,66.5,32.1,3.2,11.1
4/27/2024 16:00,29.4,38.4,3.1,17.2,3.1
4/27/2024 17:00,25,47.2,9.1,22.9,43.7
4/27/2024 18:00,32.4,41.2,35.5,48.6,32.9
4/27/2024 19:00,25.8,68.3,4,33.8,30
4/27/2024 20:00,28.4,59.4,18.2,52.6,23.3
4/27/2024 21:00,25.5,69.3,8.1,38,67.9
4/27/2024 22:00,34.2,30.9,11,44.6,45.7
4/27/2024 23:00,27.2,52.2,48.4,57.4,10.3
4/28/2024 0:00,23.2,55.8,9.8,50.3,25.2
4/28/2024 1:00,23.4,46.8,23.9,14.1,36.4
4/28/2024 2:00,34.2,66,32.7,44.8,47
4/28/2024 3:00,26.2,38.2,22,48.3,40.6
4/28/2024 4:00,20.8,51.7,43.7,16.2,56.7
4/28/2024 5:00,25.3,47,37.4,45.6,3.3
4/28/2024 6:00,28.3,50,44.7,41.9,64.6
4/28/2024 7:00,26.1,42.7,21.1,9.9,25.4
4/28/2024 8:00,24.1,61.4,42.2,6.5,27.9
4/28/2024 9:00,24.8,33.2,47.5,36.2,22.5
4/28/2024 10:00,30.1,57.9,12.6,21.7,28.5
4/28/2024 11:00,34.8,36.9,30,13.2,54.6
4/28/2024 12:00,27.3,61.4,8.9,18.7,37.6
4/28/2024 13:00,24.9,33,16,39.4,56.9
4/28/2024 14:00,25.6,34,6.9,33.4,67.6
4/28/2024 15:00,33.3,37.2,2.5,54.2,5.2
4/28/2024 16:00,34.2,59.7,3.3,37.3,28.4
4/28/2024 17:00,29.8,55.5,0.6,10.8,1.7
4/28/2024 18:00,23.7,58.1,37.3,41,61.1
4/28/2024 19:00,24.8,51.6,1.6,14.6,69.6
4/28/2024 20:00,27.2,69.9,27.8,55,55.7
4/28/2024 21:00,22,69.4,45.2,27.9,32.8
4/28/2024 22:00,28.3,54.4,7,18,22.4
4/28/2024 23:00,25.7,48.3,17.3,24.8,51.1
4/29/2024 0:00,29.5,47.5,30.1,19.6,64.4
4/29/2024 1:00,24.2,49.8,21.8,53.2,30
4/29/2024 2:00,22.6,43.8,15.7,20.1,6.7
4/29/2024 3:00,27.5,30.8,34.5,34.8,32.5
4/29/2024 4:00,32.2,39.2,28.1,55.1,19.3
4/29/2024 5:00,24.4,59.4,1,13.9,18.4
4/29/2024 6:00,30.7,35.7,36.7,20.7,29.7
4/29/2024 7:00,21.1,56.7,7.1,14,47.3
4/29/2024 8:00,33,41.8,31.4,53.6,51.7
4/29/2024 9:00,33.9,39.5,24.2,26.4,21.5
4/29/2024 10:00,28.9,56.4,11.8,42.9,9.6
4/29/2024 11:00,22.4,42.5,36.6,9.6,61.9
4/29/2024 12:00,32.5,40.4,40.1,23.5,0
4/29/2024 13:00,25.3,60.3,42.1,31.1,1.1
4/29/2024 14:00,27,59.7,41.6,14.6,68.3
4/29/2024 15:00,33.2,49.5,41.4,23.2,23.9
4/29/2024 16:00,32,69.4,46.9,28.6,35.7
4/29/2024 17:00,26.4,45.9,43.7,30,35.3
4/29/2024 18:00,25.5,58.9,6.5,29.5,13
4/29/2024 19:00,28.9,60.2,27.5,3.8,1.7
4/29/2024 20:00,21.1,67.5,18.1,50.2,67.4
4/29/2024 21:00,28.8,66.7,3.8,21,69.1
4/29/2024 22:00,32.1,55.1,48.4,23,0.2
4/29/2024 23:00,34.1,52,8.3,52.6,8.9
4/30/2024 0:00,26.6,30,20.4,56,44
4/30/2024 1:00,32.2,32,44.2,27.7,36.4
4/30/2024 2:00,22,65.1,12,36,6.7
4/30/2024 3:00,20.6,30.8,16.9,40.6,57.2
4/30/2024 4:00,28,53.4,8.9,37.6,34.3
4/30/2024 5:00,34.6,49.8,6.2,8.6,14.8
4/30/2024 6:00,25.2,55,29,32.2,58.3
4/30/2024 7:00,23.2,49.9,37.5,7.1,66.8
4/30/2024 8:00,23.9,54.2,37.7,55.7,30.1
4/30/2024 9:00,29.8,58.9,32.1,55.6,37.4
4/30/2024 10:00,33,33.6,7.6,38.2,69.2
4/30/2024 11:00,24.6,40.3,27.4,30.3,11.8
4/30/2024 12:00,32.7,59.7,34.4,48.7,43.4
4/30/2024 13:00,34.3,54,8.9,6.2,53.3
4/30/2024 14:00,21.8,32.8,7.9,28.2,28.6
4/30/2024 15:00,28.1,32.4,39.5,5.4,7.8
4/30/2024 16:00,33.6,68.6,17.9,32.1,33.2
4/30/2024 17:00,34.9,45.1,31.1,19.1,68.8
4/30/2024 18:00,28,49.2,1,35,18.5
4/30/2024 19:00,34.4,54.6,21,11.3,36.9
4/30/2024 20:00,30.9,32.4,18.9,1.1,63
4/30/2024 21:00,34.6,34.2,16.6,54.7,4.2
4/30/2024 22:00,31.6,68.4,37.3,28.6,62.9
4/30/2024 23:00,31.3,30.3,30.7,29.5,37.6
5/1/2024 0:00,20.6,42.7,34.7,40.9,6
5/1/2024 1:00,32.5,62.8,14.7,46.1,20
5/1/2024 2:00,27.3,58.6,28.5,13.5,46.7
5/1/2024 3:00,25.2,58.3,36.1,24.8,5.9
5/1/2024 4:00,30.8,43.7,37.9,36.4,8.1
5/1/2024 5:00,23.3,66.6,18.1,56,33.4
5/1/2024 6:00,32.7,40.6,8.2,42.5,22.3
5/1/2024 7:00,25.2,54.9,35.9,52.4,56.9
5/1/2024 8:00,23,34.1,1.9,58.2,23.7
5/1/2024 9:00,21.1,44.4,3.9,28.9,69.3
5/1/2024 10:00,26.3,62.4,49.4,40.5,11.4
5/1/2024 11:00,32.9,47.8,10.6,21.6,12.4
5/1/2024 12:00,21.1,39.8,4.4,30,36.7
5/1/2024 13:00,29.4,61.4,10.1,45.7,12.1
5/1/2024 14:00,29.9,42.9,2.6,30.2,49.8
5/1/2024 15:00,33,56.5,46.8,52.9,49.3
5/1/2024 16:00,32.6,45,6.2,57.7,27.6
5/1/2024 17:00,27.1,61.2,36.7,44.4,25.4
5/1/2024 18:00,28.3,50.4,12.6,34.8,12.1
5/1/2024 19:00,30.7,33.4,34.5,16.7,25
5/1/2024 20:00,21,46.1,45.7,53.7,39.6
5/1/2024 21:00,22.1,36.5,26.5,9.7,1.4
5/1/2024 22:00,21.9,62.1,43.3,16.3,37.2
5/1/2024 23:00,24.6,33.5,23.6,57.6,30.5
5/2/2024 0:00,20.4,42.7,25.1,51.8,8
5/2/2024 1:00,22.6,48.8,41.3,51.3,46.2
5/2/2024 2:00,21.9,38.7,19.5,51.3,50.5
5/2/2024 3:00,27.6,69.7,25.7,48.5,68.9
5/2/2024 4:00,32.9,50.8,46.8,38.6,51.1
5/2/2024 5:00,32.1,61.9,22.9,1.5,32
5/2/2024 6:00,24.8,60,9.1,9.1,56
5/2/2024 7:00,32.3,63.5,41.6,54.3,20.8
5/2/2024 8:00,28.7,45.7,27.6,4.1,5.5
5/2/2024 9:00,20.3,50.3,11.2,13,29.9
5/2/2024 10:00,28.2,49.8,3.3,2,59.7
5/2/2024 11:00,22.5,69.3,6.8,6.6,61.1
5/2/2024 12:00,32.9,33.7,48.3,19.1,40.7
5/2/2024 13:00,31.1,41.3,19.4,1.8,49.8
5/2/2024 14:00,29.3,47.3,7.8,47.2,10.3
5/2/2024 15:00,22.5,38,13.8,50.3,62.8
5/2/2024 16:00,23.5,36.4,30,26.4,14.5
5/2/2024 17:00,26.3,62.4,27.7,13.4,12.6
5/2/2024 18:00,31.4,66.1,36.9,22.9,22.5
5/2/2024 19:00,22.3,50.1,7.2,20.6,16.7
5/2/2024 20:00,31.9,60.2,33.8,3.4,18.4
5/2/2024 21:00,28.1,35,31.6,53.3,54.4
5/2/2024 22:00,27.5,40.3,20.4,22,49.1
5/2/2024 23:00,24.1,43.1,29,32.2,68.2
5/3/2024 0:00,24.8,52.4,29.8,9.8,56.5
5/3/2024 1:00,31.3,54.1,14.8,1.8,64.2
5/3/2024 2:00,24.6,57.7,34.3,35.2,17.4
5/3/2024 3:00,22.7,36.5,22.4,51.9,28.9
5/3/2024 4:00,34.5,38.2,27.4,32.9,35.9
5/3/2024 5:00,27,67.2,11.4,55.8,64.6
5/3/2024 6:00,33.7,66.3,3.7,13,63.1
5/3/2024 7:00,30.8,57.8,16.2,37.4,55.5
5/3/2024 8:00,28,55,41.3,55.9,41.2
5/3/2024 9:00,25.1,60.7,45.6,51.2,18.9
5/3/2024 10:00,24.9,66.5,1.7,36.8,42.3
5/3/2024 11:00,23.1,66.5,48.8,11.9,69
5/3/2024 12:00,29.4,67.1,26.9,35.6,40.4
5/3/2024 13:00,33.3,41,43.4,13.4,64.1
5/3/2024 14:00,20.6,50.2,28.3,9.8,67.3
5/3/2024 15:00,30.1,38,22.5,42.8,48.2
5/3/2024 16:00,29.9,63.2,20.5,51.5,62.6
5/3/2024 17:00,33.8,69.4,30,3.3,18.8
5/3/2024 18:00,32.2,61.7,19,0.9,28.6
5/3/2024 19:00,26.7,52.9,38.7,42.8,16
5/3/2024 20:00,23.9,31.6,29.1,20.2,59.8
5/3/2024 21:00,21,58.1,19.5,26.1,30.5
5/3/2024 22:00,29.4,37,13.7,39.3,12.8
5/3/2024 23:00,22.5,49.6,47.8,57.1,1.7
5/4/2024 0:00,22.9,50.2,7,9.5,45
5/4/2024 1:00,30.5,60.7,1.2,16.9,48.9
5/4/2024 2:00,21.3,34.4,6.5,17,64.8
5/4/2024 3:00,24.4,37.9,11.7,39.5,32.8
5/4/2024 4:00,32.4,40.7,46.4,14.6,45.2
5/4/2024 5:00,35,55.1,28.4,13,10.2
5/4/2024 6:00,27.8,36.9,6.5,41.1,41.9
5/4/2024 7:00,26,64.1,17.2,39.4,6.5
5/4/2024 8:00,23.4,62.5,39.4,39.9,59
5/4/2024 9:00,23.6,51.8,17.7,57.4,44
5/4/2024 10:00,21,38,38.5,48.5,2.3
5/4/2024 11:00,30.1,38.2,9.2,7.8,3.8
5/4/2024 12:00,28.8,35.4,8.2,40.1,7.2
5/4/2024 13:00,25.9,39.2,36.4,55.1,36.7
5/4/2024 14:00,32.5,61.4,48.5,24.8,7.2
5/4/2024 15:00,27.4,58,7.7,10,30.4
5/4/2024 16:00,31.2,35.2,18.9,14.4,20.8
5/4/2024 17:00,30.8,37.8,16.5,17,10
5/4/2024 18:00,34.8,43,7,13.8,65.9
5/4/2024 19:00,34.6,39.9,19.3,30.4,26.1
5/4/2024 20:00,29.5,57.8,44.5,30.2,61.8
5/4/2024 21:00,32.3,30.6,49.4,45.3,24.5
5/4/2024 22:00,32.8,35.5,46.1,13.8,49.2
5/4/2024 23:00,22.9,42.8,27.4,56.7,24
5/5/2024 0:00,29.3,45,40.1,55.9,47.6
5/5/2024 1:00,28.5,60.5,32.7,13.5,67.6
5/5/2024 2:00,20.6,63.1,36.5,59.3,50
5/5/2024 3:00,33,33.8,42.9,11.1,65.2
5/5/2024 4:00,20.9,53.4,36.3,53.9,51.4
5/5/2024 5:00,25.3,36.3,34.8,14.6,28
5/5/2024 6:00,24.1,37.2,46.4,2.7,58.3
5/5/2024 7:00,27.1,50,23.9,21.9,58.3
5/5/2024 8:00,30.7,67.7,23.6,35.8,57.9
5/5/2024 9:00,25.8,39.7,21.9,53.5,44.8
5/5/2024 10:00,23.6,42.8,10.8,16.6,43
5/5/2024 11:00,32.7,46,19,17.5,1.2
5/5/2024 12:00,23.4,48.9,9.3,37.6,58.7
5/5/2024 13:00,24.2,58.3,44.1,18.4,30.3
5/5/2024 14:00,28.6,63.5,31.8,49.5,51.5
5/5/2024 15:00,22,53.7,27.9,21.2,44.2
5/5/2024 16:00,21.8,30.3,20.4,27.9,49.4
5/5/2024 17:00,27.6,61.9,30.7,19.4,45.3
5/5/2024 18:00,33.6,62.8,8.6,33.1,5.7
5/5/2024 19:00,20.9,53.6,43.3,25.9,56.3
5/5/2024 20:00,31,48.1,32.6,38.9,55.5
5/5/2024 21:00,29.9,63.4,21.9,55.4,56.6
5/5/2024 22:00,28.2,47.5,30.9,24.2,36.4
5/5/2024 23:00,27.9,48.7,18.2,6.2,10.4
5/6/2024 0:00,26.9,32.8,19.7,45.9,14.5
5/6/2024 1:00,23.7,36.9,47.7,11.9,5.2
5/6/2024 2:00,31.5,65.4,27.7,22.5,17.3
5/6/2024 3:00,33.2,53.7,35.1,0.5,0.7
5/6/2024 4:00,32.6,31.1,2.4,9.9,12.3
5/6/2024 5:00,32,34.3,32.2,56.2,4.2
5/6/2024 6:00,22.2,64.8,20.3,33.6,25.5
5/6/2024 7:00,29,37.6,10.9,31.8,41.3
5/6/2024 8:00,32.6,44.9,41,47.7,35.9
5/6/2024 9:00,26.2,38,13,34.1,4.1
5/6/2024 10:00,32.7,51.9,1.3,17.5,45.9
5/6/2024 11:00,32,45,6.4,46.6,12.2
5/6/2024 12:00,34.6,42.9,7.8,44.6,25.8
5/6/2024 13:00,29.8,67,15.4,19,55.9
5/6/2024 14:00,23.8,52.9,37.7,30,62
5/6/2024 15:00,23.1,64.8,15.1,18.5,59.1
5/6/2024 16:00,20.3,38.2,44.5,37.8,5.5
5/6/2024 17:00,26.7,53.7,27.7,37.2,59.3
5/6/2024 18:00,32.8,34.5,49.8,17.9,48
5/6/2024 19:00,33.9,46.3,46.8,18,4.5
5/6/2024 20:00,31.8,50,39,11.9,52.9
5/6/2024 21:00,34.3,46,47.8,37,28.5
5/6/2024 22:00,20.8,36.6,33.9,50.7,33.4
5/6/2024 23:00,28.9,52.8,31.4,1.7,70
5/7/2024 0:00,25.9,56.3,15,22.3,1.5
5/7/2024 1:00,29.4,35.5,5,5.3,24.5
5/7/2024 2:00,20.5,31.1,39.7,30.7,8.9
5/7/2024 3:00,31.7,53.2,18.2,59.9,65.4
5/7/2024 4:00,22.1,64.5,11.4,39,68.9
5/7/2024 5:00,33.7,54.5,47.8,51.2,47.1
5/7/2024 6:00,29.9,57,28.1,6,19
5/7/2024 7:00,26.9,35,13.9,36.7,29.1
5/7/2024 8:00,21.8,34.8,46.1,31.6,1.5
5/7/2024 9:00,27.8,44.2,27.5,5.7,29.6
5/7/2024 10:00,29,32.7,10.1,38,49.2
5/7/2024 11:00,32,40.6,26.5,28.9,24.3
5/7/2024 12:00,30.4,42.8,2.1,29.2,68.4
5/7/2024 13:00,24.8,34.4,36.1,36.9,15.7
5/7/2024 14:00,26.2,30.6,23.9,46.5,35.5
5/7/2024 15:00,26,47.9,23.2,42.1,33.3
5/7/2024 16:00,28.8,47.7,0.2,4.5,16.3
5/7/2024 17:00,29.1,66,41.2,29.8,59.7
5/7/2024 18:00,28.2,30.6,29.3,39.9,3.7
5/7/2024 19:00,23.2,53.2,11.9,39.4,27.1
5/7/2024 20:00,34.4,32,43.3,31.7,30.7
5/7/2024 21:00,21.5,43.5,15,39.8,44.8
5/7/2024 22:00,28.4,52.8,41.6,55.6,21.5
5/7/2024 23:00,24.3,41.7,1.4,19.4,41.7
5/8/2024 0:00,30,60.1,1.4,10,48.4
5/8/2024 1:00,22.3,66.8,47.9,45.3,22.2
5/8/2024 2:00,27.1,39.1,23.4,46.6,60.5
5/8/2024 3:00,22.1,44.9,31.4,26.1,13.8
5/8/2024 4:00,26.1,52.7,27.7,37.6,57.8
5/8/2024 5:00,25.2,30.4,43.1,18.5,16.1
5/8/2024 6:00,33.5,53.3,0.1,46.4,65
5/8/2024 7:00,20.9,63.9,16.3,8,61.5
5/8/2024 8:00,30.1,48.1,17.7,25.5,69.5
5/8/2024 9:00,31.8,34.6,34.5,59.1,69.6
5/8/2024 10:00,20.9,35,25.6,51.5,69.6
5/8/2024 11:00,28.7,60.1,43.7,7.7,21.7
5/8/2024 12:00,26.8,39.8,37.7,29.1,37.4
5/8/2024 13:00,24.4,42.2,43.9,29.9,56.9
5/8/2024 14:00,33.7,41.4,41.3,3.7,62.1
5/8/2024 15:00,28.9,47.5,8.8,43.1,57.1
5/8/2024 16:00,26.5,44.4,37.2,34.3,29.9
5/8/2024 17:00,34.2,36.2,40.9,44.7,48.7
5/8/2024 18:00,34.3,52.8,33.1,37.8,46.9
5/8/2024 19:00,24,40.4,32.2,38.9,34.9
5/8/2024 20:00,26.8,30.4,20.2,42.7,28.8
5/8/2024 21:00,25,69.1,41.7,33.8,0.1
5/8/2024 22:00,22.7,58.5,28.3,2,67
5/8/2024 23:00,21.3,52.4,48.7,55.5,45
5/9/2024 0:00,31.3,40.4,29.5,8.5,33.6
5/9/2024 1:00,23.6,55.2,12,37.6,24.1
5/9/2024 2:00,35,68.1,44.5,6.2,26.6
5/9/2024 3:00,31.9,69.8,38,15.7,50.2
5/9/2024 4:00,24.7,31.7,26.6,29.6,35.5
5/9/2024 5:00,27.4,64.2,28.9,15.5,5
5/9/2024 6:00,25.4,35.6,21.6,14.4,68.3
5/9/2024 7:00,24.1,40.6,12.9,8.5,54.5
5/9/2024 8:00,22.4,65.7,26.8,28.8,30.3
5/9/2024 9:00,23.3,47.3,9.9,57.5,41.2
5/9/2024 10:00,27.3,61.9,7.4,50.1,14.3
5/9/2024 11:00,21.1,55.7,19.4,22.4,20.2
5/9/2024 12:00,26.7,58.6,15.5,0.1,58.5
5/9/2024 13:00,27.3,55.6,6.8,16.3,39.8
5/9/2024 14:00,22.6,35.5,16.2,12.1,21.8
5/9/2024 15:00,21,30,46.5,30.6,58.8
5/9/2024 16:00,32.3,30.2,14.6,26.6,7.3
5/9/2024 17:00,25.4,56.5,1.1,40.4,31.5
5/9/2024 18:00,25.8,69.4,13,47.2,33.1
5/9/2024 19:00,34.6,59.5,19.5,43.4,39.8
5/9/2024 20:00,24.5,43.2,33.2,53,16.4
5/9/2024 21:00,22,51.7,4.4,13,17.1
5/9/2024 22:00,25.8,63.2,3.2,9.6,50
5/9/2024 23:00,34.7,39.3,32,42,41.2
5/10/2024 0:00,25.3,50.1,15.4,18.1,18.7
5/10/2024 1:00,30.1,37.5,27.1,36.9,35
5/10/2024 2:00,29,37.9,10.4,59.1,30.1
5/10/2024 3:00,26.6,68.2,42.1,15.1,60.1
5/10/2024 4:00,33.9,66.6,1.2,45.7,0.3
5/10/2024 5:00,22.7,57.4,5.4,29.8,4.8
5/10/2024 6:00,22.7,42.9,22.3,8.9,52.3
5/10/2024 7:00,30.8,34.4,31.2,21.9,53.9
5/10/2024 8:00,24.7,36.5,15.4,39.4,41.8
5/10/2024 9:00,24.1,34.8,35.8,44.4,46.5
5/10/2024 10:00,34.2,55.7,26.5,48.8,63.7
5/10/2024 11:00,34.9,66,49.6,33.3,38.5
5/10/2024 12:00,20.1,49.4,46.4,57.7,52.9
5/10/2024 13:00,31.6,57.4,49.6,11.6,65.3
